CustomerID,Tenure,MonthlyCharges,TotalCharges,Usage,Complaints,ContractType,PaymentMethod,CustomerServiceCalls,Age,Churn
284,25,42.53169299512351,5309.441400447781,63.40089956338002,5,One Year,Mailed Check,6,20,1
285,54,45.0966661340298,4664.675696983569,433.29784429775174,0,Month-to-Month,Credit Card,7,65,1
286,58,105.06160578411378,6942.202208484894,296.78762720714894,3,Month-to-Month,Mailed Check,5,18,1
287,67,76.12227882825249,2386.572220793955,63.555245433511985,6,Month-to-Month,Bank Transfer,7,61,0
288,46,72.33909113743664,3794.6815786305287,213.77092767985602,4,Two Year,Bank Transfer,6,47,1
289,24,31.476887186921747,4993.180757995366,80.43014674254894,3,Month-to-Month,Electronic,1,63,1
290,32,106.0139693349435,3348.4047593689797,350.17394443328476,2,Month-to-Month,Bank Transfer,5,36,1
291,47,92.28143032084837,3477.142987313117,379.4340672089748,1,Month-to-Month,Credit Card,8,71,1
292,23,26.76683619000016,2709.248873266467,52.89826013639948,0,Month-to-Month,Bank Transfer,5,36,1
293,66,90.78350972297687,4557.431351807834,253.06992634732217,2,One Year,Electronic,3,26,0
294,27,74.35382173426461,6819.538771319417,407.3125280129586,2,Two Year,Mailed Check,6,24,0
295,2,28.172534574677826,1692.0741862498714,468.08152077549823,6,One Year,Bank Transfer,2,63,1
296,17,65.83006415286565,7482.0210061521875,256.758933370885,6,Two Year,Credit Card,4,54,0
297,33,68.4696287130047,5543.792464611014,475.1396118057035,4,One Year,Credit Card,0,67,0
298,9,36.57745401632758,6603.858380172238,267.8444852280149,6,Month-to-Month,Credit Card,9,58,0
299,43,114.56981470002823,4493.906471777092,197.09524729995397,3,Month-to-Month,Mailed Check,2,70,0
300,48,104.99753714806619,6258.181941250102,424.10156427644773,0,One Year,Credit Card,7,24,0
301,39,86.90223373291083,227.98313898179094,246.49135522904453,2,Two Year,Electronic,8,26,0
302,42,66.22955610006072,6565.205355758329,235.9512552822615,4,Two Year,Electronic,8,21,1
303,26,61.17655415845085,417.0969867743955,245.15624470491414,7,Month-to-Month,Credit Card,9,42,1
304,50,85.09734671509541,7130.315673266614,423.39250093487266,7,Month-to-Month,Bank Transfer,1,66,0
305,25,74.54318694069055,7936.505703185282,415.97077084402605,0,Month-to-Month,Credit Card,3,29,1
306,24,26.227310588188562,2423.1329511965446,201.7599962201056,6,Two Year,Electronic,4,23,1
307,13,71.25026487703317,1761.51659465777,166.64992993526252,6,Two Year,Electronic,2,35,1
308,60,100.64036172328395,6146.370574478522,245.96401201956465,3,One Year,Electronic,0,57,0
309,7,65.9239877596958,2098.908093270001,286.3862548685545,6,Month-to-Month,Bank Transfer,5,38,0
310,57,25.195657755426843,6937.942827060408,119.16860531399848,7,One Year,Bank Transfer,9,32,1
311,36,98.6278199384033,912.456478044066,396.9775423577953,2,Month-to-Month,Bank Transfer,1,20,1
312,45,40.13637821359744,1095.0460513969301,243.24138286621144,7,Month-to-Month,Electronic,8,19,1
313,20,45.862083488803876,7835.297285294863,167.0227742099798,5,One Year,Mailed Check,0,73,1
314,65,36.47063534322959,5423.327296333036,53.41049648199531,2,Month-to-Month,Credit Card,8,72,1
315,8,53.02150648714976,6790.4090729887275,119.42258020180347,2,Month-to-Month,Credit Card,6,58,1
316,16,95.6751505688635,2662.2020810769923,474.64058587799184,6,Two Year,Electronic,9,57,0
317,14,71.93858595039373,5444.221621212775,152.5498434097633,0,One Year,Bank Transfer,1,21,0
318,15,40.488127415071254,4794.510435737918,84.42964468351765,6,Month-to-Month,Mailed Check,5,49,1
319,66,107.78300781520409,4864.885948971281,230.3363958274966,0,One Year,Mailed Check,7,19,0
320,32,107.95818549515292,5492.006430348,153.54387168012434,0,Month-to-Month,Bank Transfer,1,63,0
321,63,107.05784250460069,4645.337467719879,17.579625135597077,7,One Year,Credit Card,4,46,1
322,51,43.87962113815393,3489.592717491061,161.57260863970862,0,One Year,Credit Card,5,19,0
323,25,65.12393441809881,2279.78928560632,272.0543119697343,4,One Year,Mailed Check,2,51,0
324,58,118.49896561408751,6171.792514214296,275.85618600998345,1,One Year,Mailed Check,1,44,0
325,63,97.20124763099903,1887.552197025171,178.27946058844435,6,Month-to-Month,Bank Transfer,5,71,1
326,62,22.71674212255598,5569.599018619872,223.6513781263003,4,Month-to-Month,Credit Card,2,56,0
327,22,26.520459126049204,1943.3292989296806,482.7589591173832,2,Month-to-Month,Mailed Check,1,61,0
328,58,66.39313768123327,5040.108342640186,188.67423861515582,4,Month-to-Month,Credit Card,0,55,0
329,58,110.92202058615601,6001.918310319328,129.1134066299915,3,One Year,Mailed Check,7,35,0
330,49,73.87017979527143,1827.8397223616596,121.73352203338005,5,Month-to-Month,Bank Transfer,0,53,0
331,52,69.78125080342903,573.5520768043355,228.88230635206708,0,Month-to-Month,Credit Card,4,36,0
332,42,30.547369995663058,1134.6925696539752,379.760074358472,6,Month-to-Month,Mailed Check,5,44,0
333,70,85.6780104724294,4887.376041441101,102.9940920942366,3,Two Year,Mailed Check,2,62,0
334,15,102.21031606002255,6810.62660918331,354.648063570384,6,Month-to-Month,Mailed Check,6,37,1
335,54,58.04200075075623,455.4748877598525,10.574911674708144,7,One Year,Mailed Check,1,38,1
336,60,97.56118509253275,5899.794946429005,209.46648899197302,5,Month-to-Month,Bank Transfer,6,40,1
337,8,116.44766539008116,2796.4173030054117,387.9325326013934,3,Month-to-Month,Credit Card,1,47,0
338,53,40.37664591276891,3880.374122364228,169.3664778872157,6,Month-to-Month,Credit Card,4,42,0
339,60,72.33296311947413,7437.990443779969,281.86855072269975,2,One Year,Electronic,6,48,0
340,5,48.713795808457554,2722.574887413179,102.4896164129554,0,One Year,Credit Card,2,44,0
341,68,99.28544190338394,3776.1617781219397,370.99769556308615,3,Two Year,Electronic,3,51,1
342,6,77.75933658811576,208.09107660938074,26.13955163437981,2,Month-to-Month,Mailed Check,0,25,1
343,47,83.45824175503037,744.629888038223,426.2713224377502,0,Month-to-Month,Bank Transfer,2,36,0
344,55,99.79141596158941,2142.873569964794,99.09819321083407,1,Two Year,Bank Transfer,8,58,1
345,40,59.59704726624549,320.0327024864878,437.1990158541654,2,Month-to-Month,Mailed Check,9,43,1
346,52,111.50900684070432,5087.865075781183,176.26462065025865,4,One Year,Electronic,4,45,1
347,16,73.302886724614,3468.547018732818,361.3417872372433,6,One Year,Mailed Check,7,21,1
348,13,35.7954822835348,4430.347101551374,159.61264889309425,7,Month-to-Month,Bank Transfer,1,48,0
349,30,89.58991181688025,1479.7127685810035,452.95583561732377,0,One Year,Bank Transfer,2,33,0
350,19,99.32613504382545,2437.8630325492672,63.31856275918718,3,Month-to-Month,Credit Card,6,68,0
351,17,51.676167706752665,5344.213351336528,89.25989463629935,5,Month-to-Month,Electronic,9,27,1
352,63,105.7179256998753,7725.891516680159,246.51506257940113,3,Month-to-Month,Credit Card,3,55,1
353,19,110.61432547657664,498.29251145745263,40.969219519073064,4,Two Year,Bank Transfer,8,65,1
354,58,47.6904487377809,7134.036134756602,97.99009235088096,6,Month-to-Month,Bank Transfer,6,27,0
355,55,118.3521472715222,4657.361490358547,471.8831911060072,4,One Year,Credit Card,0,62,0
356,62,34.071152804875844,4554.964577369427,488.2448305739436,3,Two Year,Credit Card,3,26,1
357,23,40.201566840249,4052.2004281413065,188.12966466521098,7,One Year,Bank Transfer,9,56,1
358,9,38.422483923802616,648.2132786430487,461.6430105069678,6,One Year,Credit Card,5,53,0
359,12,109.39897100078704,810.0271287156693,272.4123378367159,5,Month-to-Month,Credit Card,5,68,1
360,1,85.42925523249619,4847.20484470678,134.87123293688353,0,Month-to-Month,Electronic,9,53,1
361,58,35.21042832222729,2793.5727143409104,351.1993605402993,6,Month-to-Month,Bank Transfer,5,36,0
362,1,64.03234183683489,7346.417725963677,329.4509032874286,2,One Year,Mailed Check,4,36,1
363,34,81.5298025069802,3312.065245139831,494.5626595543667,6,Two Year,Electronic,2,29,1
364,48,28.34640849893833,1231.9235237508647,132.52364370464164,4,Two Year,Mailed Check,1,30,1
365,1,108.24163684073388,5746.278784666085,336.0297513308677,4,Two Year,Credit Card,2,42,0
366,16,100.36035354415351,2417.4920293839778,26.011877514723448,4,Two Year,Credit Card,8,53,1
367,61,70.52067735766383,4251.215428111556,56.82301934835971,5,Month-to-Month,Mailed Check,2,42,0
368,64,116.71266152591704,5612.879005490843,1.959187475546631,6,One Year,Credit Card,2,45,1
369,63,61.77609792750997,7212.086478496356,499.73034052983655,7,Two Year,Credit Card,0,59,0
370,69,118.41103190364979,6358.310438933241,401.13684857373886,7,Month-to-Month,Electronic,1,70,1
371,22,86.79199988036271,5443.252436194521,393.3615073667704,6,Two Year,Mailed Check,2,56,1
372,67,83.46712732539415,5469.102140921635,254.86303764408984,7,Month-to-Month,Electronic,1,47,0
373,26,36.5954895295785,7572.804687853483,150.03354145271996,1,One Year,Mailed Check,7,22,0
374,16,108.1927758304644,2437.0103702226347,75.63214223133797,5,One Year,Electronic,5,34,0
375,51,62.74896879206152,108.78554414988052,142.33736942323182,0,Two Year,Bank Transfer,6,35,0
376,57,36.223340578247935,2248.4410192457694,187.98561096456956,0,Month-to-Month,Bank Transfer,0,60,1
377,29,21.260751997575905,1821.3418990512776,378.155048490147,0,One Year,Mailed Check,5,64,0
378,69,75.97556836383825,5328.493222400585,269.8308944515762,0,One Year,Bank Transfer,1,38,0
379,47,72.73996221226764,5106.32163814768,38.74181327774134,0,Month-to-Month,Electronic,5,39,0
380,62,91.93536223691585,4788.344923367318,9.01450447945612,7,One Year,Mailed Check,2,56,1
381,69,109.02580530178021,228.32320135468424,51.16608976703157,3,One Year,Bank Transfer,6,67,0
382,16,27.940658464302953,5857.346630160115,205.24935684868967,4,One Year,Bank Transfer,2,74,1
383,48,93.14964903403623,2655.890258635383,466.59645852450916,5,Month-to-Month,Mailed Check,8,23,1
384,39,38.74119440975822,5353.942313152385,318.7012406046108,3,Month-to-Month,Bank Transfer,2,67,1
385,33,105.8177053157164,4496.969585167011,400.91294993775756,5,One Year,Bank Transfer,6,33,1
386,23,101.90635138616561,2807.574310880467,233.18729725227428,1,Month-to-Month,Mailed Check,3,19,0
387,10,74.07937549855444,1163.1525101224513,180.8330415975214,6,Month-to-Month,Bank Transfer,7,68,1
388,69,91.02427986233116,845.9092915177995,54.20018635831136,2,Two Year,Bank Transfer,1,18,0
389,34,51.43501131837484,6668.994831586566,437.9665110931025,4,One Year,Bank Transfer,7,74,0
390,52,67.11678989328146,7355.340582444308,391.5800145139514,1,One Year,Bank Transfer,8,47,0
391,10,102.16368977104716,5233.325569437967,84.05904879886256,3,Month-to-Month,Credit Card,7,60,0
392,19,65.92651971732138,917.1295073978187,256.1302819381303,2,Month-to-Month,Mailed Check,5,69,0
393,58,55.77982653254418,3276.0150134171017,243.68740396062245,6,Month-to-Month,Credit Card,9,54,1
394,1,69.42124472503,5858.619680830742,312.5457763432643,1,Month-to-Month,Credit Card,0,65,1
395,69,102.82492524372184,6260.584983679538,473.0934469956306,6,One Year,Electronic,6,40,1
396,4,53.520804737087275,1033.9271160996,289.8857208812398,6,One Year,Credit Card,0,18,0
397,16,37.37615931357438,100.24267887852109,270.1086333893093,7,Month-to-Month,Credit Card,6,36,0
398,24,91.20140203307808,5725.882662456779,25.161466467331973,5,Month-to-Month,Electronic,1,63,1
399,2,102.59782127080818,2917.1097902910246,31.453738009011968,2,Month-to-Month,Bank Transfer,7,20,1
400,32,30.063747852353334,2110.4025197842557,93.67339566339444,5,Month-to-Month,Bank Transfer,1,19,0
401,24,43.98741127559447,201.89001133725097,16.23538584587414,6,Month-to-Month,Credit Card,2,73,1
402,12,34.197198976099386,4368.365313415848,371.6764477850062,7,Two Year,Electronic,2,54,0
403,50,54.79414115821666,6824.090809865255,361.6651519969816,1,One Year,Bank Transfer,0,34,0
404,35,65.03509789054127,7665.290005553445,68.02811721582147,6,One Year,Electronic,4,45,1
405,33,94.88263369633064,4569.385109844985,418.03945039764045,3,Month-to-Month,Mailed Check,4,35,0
406,33,85.11475848816741,4164.244489145164,77.393017423056,6,Two Year,Mailed Check,9,50,1
407,61,82.09285674784311,771.9454453650047,150.5877934986794,5,One Year,Mailed Check,4,32,0
408,51,55.23749466096544,4436.095132186538,124.4884495806825,2,One Year,Mailed Check,8,39,1
409,43,104.144755308476,3101.8347238266174,186.15354928652388,1,Month-to-Month,Credit Card,5,58,1
410,12,67.12871673981645,4896.368718980258,127.33188294498093,5,Two Year,Mailed Check,5,44,0
411,67,117.91049380151546,3170.938148224719,244.47546321922604,6,Two Year,Mailed Check,2,72,1
412,65,83.41421382957368,1998.3630752578972,203.7039406773427,3,Two Year,Electronic,4,54,1
413,33,32.62647415645027,850.2256743041744,493.28474538966327,4,Month-to-Month,Bank Transfer,9,49,1
414,40,87.6177562075434,2587.855712252276,27.963175064112832,7,Month-to-Month,Electronic,6,62,1
415,43,52.5104015431699,863.494190873243,71.09068819367582,3,Month-to-Month,Credit Card,2,36,1
416,44,88.63271966860974,1497.485911509473,26.41294695430124,6,Month-to-Month,Mailed Check,1,45,1
417,29,26.964114816240574,7899.9556527784125,312.9205974911879,3,Two Year,Bank Transfer,4,45,0
418,13,37.48814371759594,3608.4180995622874,27.25463870685979,7,Month-to-Month,Bank Transfer,2,73,0
419,12,105.57372589057863,4301.786955389631,418.21986868806164,4,Month-to-Month,Mailed Check,4,27,1
420,46,42.71795570235149,7001.586377024001,255.9693153409639,3,Month-to-Month,Mailed Check,8,37,0
421,2,103.704112524294,7964.994313876434,263.50381229076686,4,Month-to-Month,Credit Card,9,42,1
422,35,47.92760884544104,4703.444149822984,280.7972538560971,6,Month-to-Month,Credit Card,0,38,1
423,8,84.28819100587077,6518.543186248956,85.40685315310537,4,One Year,Mailed Check,3,31,1
424,26,89.4150573509831,2682.8340922597345,98.84515155724377,5,One Year,Mailed Check,9,39,1
425,34,71.2654753145053,2515.3772638335995,159.40866143650234,5,Month-to-Month,Mailed Check,4,70,0
426,7,50.53106766967313,3281.3593958570254,296.7482079109257,4,Month-to-Month,Mailed Check,1,43,1
427,68,41.26443763710961,5412.807375121828,105.05888797010726,1,Month-to-Month,Bank Transfer,1,61,0
428,58,23.31893545624262,5489.31434511528,58.16586356663061,2,Month-to-Month,Credit Card,0,28,0
429,29,50.39464012407238,2590.391533730661,485.0584432092161,1,One Year,Mailed Check,7,72,1
430,36,85.3162790531283,1152.3584006793667,10.990907404811455,4,One Year,Mailed Check,1,24,0
431,21,113.83048184484826,5095.930426077518,401.3487026680108,2,One Year,Bank Transfer,2,34,0
432,36,107.1204482263052,1113.7743112912397,394.017574787511,5,One Year,Electronic,1,35,1
433,10,96.60647765353026,4670.0908150117075,148.607056922548,2,Month-to-Month,Mailed Check,3,24,1
434,24,98.84473432532987,5578.034811644841,67.8133080036567,4,Two Year,Bank Transfer,0,73,1
435,64,86.49849034759953,5634.830821516168,72.81432335271171,5,Two Year,Bank Transfer,2,37,0
436,49,46.0286857566003,6052.4296742108145,348.71580861859627,2,Two Year,Electronic,4,55,0
437,36,110.71950307058299,6995.58943036875,321.4032955430868,2,Month-to-Month,Credit Card,9,28,1
438,24,87.0732311905834,4049.676036521829,391.37283712569337,1,Two Year,Credit Card,0,61,0
439,23,76.04406309804399,5868.968597283612,468.74058619955235,2,Two Year,Credit Card,3,33,1
440,62,31.09894692134811,4991.46460939011,345.963681633296,6,Two Year,Mailed Check,5,68,1
441,37,64.70555438064254,1574.4555244016922,77.92576827572174,4,Month-to-Month,Credit Card,3,72,1
442,12,66.03582712019264,302.9481944683245,121.72130838270535,0,One Year,Mailed Check,6,44,0
443,55,106.45636095226699,2347.8769468477767,421.09686543655727,0,Two Year,Mailed Check,6,68,1
444,13,74.66482201877885,3599.966280067193,104.65303791710429,0,One Year,Bank Transfer,5,28,1
445,23,58.04005489704097,4975.136960986385,36.261158477240706,4,One Year,Credit Card,8,33,0
446,30,117.68003285106593,6814.678710975322,351.6400270211252,0,Two Year,Credit Card,1,40,1
447,17,31.072059332631568,1650.3411619787087,201.26317774507103,1,Month-to-Month,Credit Card,9,29,1
448,62,62.25484283119446,1091.8433401979692,460.0200262729518,4,One Year,Mailed Check,7,57,1
449,13,24.20246751714053,7711.491585047187,325.12753554683076,6,Month-to-Month,Mailed Check,7,20,1
450,59,93.99041207669303,953.5520190736162,45.209488895830376,5,Two Year,Credit Card,9,19,0
451,19,111.80765521991506,3880.0794538467944,473.92828362683036,6,Month-to-Month,Mailed Check,3,55,1
452,49,48.003732955048946,4725.953457467085,129.27863182012294,4,One Year,Mailed Check,5,65,1
453,12,105.83416767991208,4376.857925168762,168.6062452031429,4,One Year,Electronic,5,69,1
454,61,49.221823046189776,779.6540405602512,201.130206841771,2,One Year,Electronic,4,41,1
455,19,111.07701616439152,550.5126206285929,25.612148202156625,2,One Year,Credit Card,0,46,0
456,9,95.3961903596784,933.3190769421818,248.2577111153024,2,Two Year,Credit Card,2,64,1
457,71,100.49067768414386,4726.142702593639,61.65924553764612,7,Two Year,Electronic,6,63,1
458,28,21.80065556004545,4400.324612311137,200.48516334417587,7,Month-to-Month,Mailed Check,7,51,1
459,52,116.2810357074026,1946.5522570902797,175.35489399604214,3,Month-to-Month,Mailed Check,1,37,1
460,16,92.66709920703232,5138.415720580173,386.4200417132517,7,Month-to-Month,Bank Transfer,2,35,1
461,69,50.47510953861333,6578.53326623963,401.5852558163656,1,Month-to-Month,Credit Card,3,31,1
462,12,102.9394664858847,428.4737827880908,76.70644119454401,4,One Year,Credit Card,4,35,0
463,25,48.152119841493,4035.2265540295352,183.27559368961312,6,Two Year,Credit Card,2,19,1
464,52,107.2753839566128,5545.552255611253,186.67658051591584,4,Two Year,Bank Transfer,4,18,0
465,53,31.2580390411937,2093.2642238505277,75.70522196804252,2,Month-to-Month,Bank Transfer,7,37,1
466,23,90.36859774607957,2531.3901518158777,399.22675252559526,4,Month-to-Month,Mailed Check,7,51,0
467,16,74.06984766449104,4947.739433616132,353.61416416771164,5,One Year,Electronic,1,58,1
468,57,29.653447019544082,7193.688818205522,95.19089314851736,7,One Year,Electronic,5,58,0
469,39,44.1893828258839,6498.402920392905,183.36095429689954,4,Month-to-Month,Electronic,3,65,1
470,53,21.240403627731478,4706.72873088671,52.90251242825711,6,Two Year,Mailed Check,8,28,1
471,42,66.87679654645058,5868.751570282268,314.10329854652196,0,Two Year,Electronic,9,44,0
472,58,50.12652607600003,2982.0975146416095,60.68596227430984,5,Month-to-Month,Bank Transfer,1,40,0
473,39,79.83574842977589,5163.627671980186,492.9670843124589,5,Two Year,Bank Transfer,7,55,1
474,14,49.72378077086172,3782.8345699077,390.3410373439312,4,Month-to-Month,Credit Card,0,61,1
